sentence_1,sentence_2,label
"[8387, 355, 5590, 1775, 10451, 6053, 864, 4088, 3991, 2041, 9876, 588, 3665, 3991, 7524]","[6465, 1828, 9854, 7594, 3991, 4392, 588, 585, 4153]",0
"[5091, 6901, 6993, 1938, 588, 997, 10609, 9876, 10118]","[5091, 9076, 6956, 1421, 10118, 6771]",1
"[3952, 1775, 10451, 588, 3074, 3338, 6053, 588, 7091, 1022]","[5091, 10609, 9876, 7986, 10451]",1
"[2879, 5870, 824, 2851, 3548, 2249, 7252, 8745, 4707, 2672, 2169, 7471, 9876, 588, 4531, 2520, 588, 5834, 8523]","[5091, 5870, 8839, 10030, 588, 6311, 2520, 1421, 9125]",0
"[8387, 7986, 9389, 2041, 6072, 2672, 2169, 5974]","[8387, 7986, 9854, 9389, 8815, 588, 6600]",0
"[957, 7986, 8667, 5421, 2249, 9846, 5160, 10266, 6053, 8279, 2580, 1044, 315, 2249, 6929]","[957, 7986, 2520, 5421, 2249, 9846, 2580, 9854, 1044, 315, 2249, 6929]",1
"[9691, 9854, 588, 1719, 9876, 10546, 5419, 10469, 4843, 824, 588, 471, 1734]","[8013, 9854, 2672, 2169, 3216]",0
"[8387, 4841, 9854, 9787, 588, 2221, 2520, 10467, 10266, 2249, 588, 7621, 824, 2169, 7088]","[8387, 4841, 9854, 4088, 3991, 6053, 8279, 5998]",0
"[8387, 6778, 1775, 6032, 8705, 6032, 3368, 8956, 588, 9224, 9508]","[8387, 6778, 1775, 3368, 8956, 588, 9508]",1
"[5091, 355, 4850, 6993, 5551, 2520, 588, 5730, 9455, 7843]","[5091, 355, 9614, 6993, 5551, 7984, 588, 5730, 9455, 7843]",1
"[5091, 9614, 824, 588, 4685, 3391, 9389, 2672, 2169, 2953, 2486, 9876, 588, 8084, 9228, 9627, 2249, 9527, 1835, 707]","[5091, 9614, 7830, 588, 4685, 10334]",1
"[5091, 4552, 9614, 2249, 4205, 4656, 4612]","[5091, 9614, 7830, 4205, 4612]",1
"[9891, 6508, 824, 4316, 9873, 2249, 8494, 33, 9854, 4299, 6104, 8032, 5917]","[6465, 5393, 6993, 6053, 2169, 2209]",0
"[5091, 5342, 5870, 824, 588, 6598, 9193, 6993, 2761, 2672, 588, 7199, 10555, 5398, 824, 588, 1913]","[9291, 5870, 6993, 10451]",0
"[5091, 5342, 5870, 7289, 588, 4484, 6053, 2169, 6032, 9876, 588, 4083]","[5091, 5870, 6993, 824, 1421, 3338, 8175]",0
"[5091, 2975, 2672, 8815, 2674, 401]","[9291, 7986, 9854, 2761, 10451]",1
"[5091, 4850, 8667, 588, 9846, 6473, 6993, 7957, 1699, 3447, 588, 2135]","[5091, 826, 8561, 4850, 7957, 3691]",1
"[5091, 4024, 355, 4818, 6993, 9389, 2249, 6072, 2672, 588, 8737, 10328, 6993, 4186, 8956, 473]","[5091, 355, 7626, 6993, 3065, 2859, 1105, 2169, 8015]",0
"[9484, 3353, 5393, 8667, 588, 10714, 1899, 5939, 10125]","[9484, 4866, 5393, 2951, 3964]",0
"[5091, 7626, 2520, 2851, 3678, 5537, 1564, 6993, 1044, 6053, 588, 3931]","[5091, 5870, 6993, 3691]",1
"[5091, 9614, 824, 588, 2851, 9193, 9873, 3616, 10328, 6877, 2672, 707, 672]","[5091, 7626, 9360, 1421, 9208, 4320, 1421, 10350]",0
"[5091, 4850, 824, 588, 9846, 3703, 7471, 2249, 588, 138, 1775, 2672, 588, 4153, 2249, 2906, 5398, 8956, 3286]","[5091, 4850, 2249, 8815, 841, 9854, 9758]",1
"[8387, 7986, 8667, 9846, 9854, 4326, 588, 309]","[5091, 309, 6993, 8574, 9403]",1
"[5091, 5634, 990, 3034, 3142, 6072, 5393, 6053, 2169, 4732]","[8013, 5020, 4009, 5706]",0
"[5091, 5870, 2618, 588, 2919, 7858, 6053, 2169, 10449, 2672, 2169, 3216]","[5091, 5870, 2618, 588, 2919, 7858, 824, 8279, 7084]",0
"[8057, 6856, 824, 588, 3992, 9071, 668, 588, 785, 501]","[8057, 6856, 9854, 6053, 588, 785, 501]",1
"[3340, 3317, 8567, 7004, 7370, 9755, 2210, 3797, 8340, 2455, 2169, 1022]","[9291, 10768, 9614, 7785, 588, 358, 7826, 824, 9513, 9876, 7994, 3338, 2249, 6993, 5361, 5646, 2876, 2041, 9876, 10678]",0
"[5091, 4850, 2274, 6053, 2169, 501]","[5091, 4850, 6993, 9389, 668, 6200, 824, 707, 585]",0
"[10247, 1044, 1156, 824, 2169, 10449]","[9291, 6778, 9854, 1044, 1156]",1
"[9484, 3353, 5393, 1741, 588, 8737, 2672, 588, 4153, 10451, 9876, 588, 2135]","[5091, 683, 1741]",1
"[5091, 4338, 10768, 9614, 824, 588, 9224, 5033, 5425, 2389, 232, 8085, 6993, 6072, 668, 2672, 2169, 3216, 10449, 9769, 4299, 588, 10385, 3264]","[4998, 6993, 2672, 588, 9750, 9474]",0
"[5091, 4850, 7800, 824, 588, 6111, 5370, 2919, 10313]","[9564, 1393, 824, 2169, 6111]",1
"[5091, 5572, 1402, 9876, 588, 10768, 9614, 9995]","[5091, 10768, 9614, 3161, 8563, 2169, 4075]",0
"[5091, 683, 824, 588, 2851, 9193, 2249, 230, 6993, 7170, 8956, 5020, 588, 6103, 4441, 9876, 588, 7465, 4495]","[5091, 683, 824, 588, 9193, 2249, 230, 6993, 7170, 8956, 5020, 588, 6103]",1
"[5091, 4850, 824, 588, 5421, 9193, 6993, 1040, 1540, 588, 5393, 824, 4797]","[9291, 4850, 6993, 1040, 1540, 588, 5870]",0
"[5091, 5393, 6993, 9389, 824, 588, 9539, 1044, 5353]","[5091, 5393, 6993, 1044, 2169, 9815]",0
"[5091, 4850, 8561, 3591, 5912, 7555, 588, 2851, 9374]","[5091, 4850, 6993, 5950, 7028, 6704]",0
"[9291, 4789, 5421, 7621, 6993, 8523, 2169, 10768, 5421, 7621]","[9691, 9854, 4205, 5421, 2876]",1
"[9291, 5347, 2306, 6993, 10682, 8956, 5535, 588, 6480, 2520, 6053, 7419, 10266, 8343]","[5091, 5347, 2306, 7288, 8956, 10117, 588, 2766, 2520, 4322]",0
"[5091, 355, 9614, 3161, 824, 588, 5710, 7709, 5709]","[5091, 9614, 6993, 3161, 6053, 707, 1419]",1
"[9891, 8507, 2249, 10126, 4850, 9389, 824, 3182, 6072, 6784, 3133, 8956, 2169, 9015]","[9891, 6778, 2249, 10126, 4850, 9854, 6072, 824, 2169, 4737, 8081]",1
"[8387, 4850, 824, 459, 3449, 824, 2169, 7088, 9876, 588, 4850, 7957, 1322, 2169, 9513, 9876, 2169, 10685]","[9691, 9854, 6508, 7957]",1
"[9891, 10343, 2520, 10385, 2580, 4338, 2455, 4075, 1498]","[9891, 10343, 9854, 7594, 8279, 10685, 6040]",1
"[8387, 2876, 6053, 2169, 3216, 3301, 9903, 588, 177]","[8387, 2876, 9854, 4088, 8279, 358, 3447, 588, 1913]",0
"[5091, 355, 5393, 2249, 4850, 8561, 824, 6480, 7467, 10026, 9854, 4088, 358, 2672, 588, 4153]","[5091, 5696, 1661, 8667, 7467, 10026, 9854, 9758, 2672, 2169, 4153]",1
"[5091, 4850, 6053, 588, 4487, 6993, 7802, 3355, 8799, 588, 458]","[9291, 4850, 6993, 7272, 2520, 2169, 458]",0
"[9891, 1481, 9854, 2912, 6974, 588, 309]","[9291, 1481, 9854, 9389, 9388]",0
"[5091, 5393, 2249, 588, 4850, 9854, 1302, 4299, 1741, 9913, 9769, 8494, 9122, 1105, 2169, 4075, 2249, 10328, 9122, 668, 1105, 707, 9555, 7474, 1402, 7336]","[3952, 9854, 9389, 2249, 1741, 2859]",1
"[5091, 9614, 3690, 8956, 5949, 588, 2851, 10490, 9876, 6488, 9791]","[5091, 9614, 6115, 3691]",1
"[5091, 8427, 5393, 824, 9513, 9876, 588, 6111, 4143, 9155, 5353, 9140, 588, 2299]","[9291, 8427, 5393, 6993, 1044, 7717, 1145]",0
"[5091, 5393, 4623, 588, 4390, 4222, 7568, 10631, 824, 501, 6802, 2520, 5038, 4299, 1421, 2919]","[9291, 5393, 2249, 2169, 5038, 9854, 4088, 5646, 5544, 2672, 2169, 8518]",0
"[5091, 5393, 824, 588, 3665, 9193, 6072, 668, 2672, 2169, 2209]","[5091, 5393, 9122, 668]",1
"[9891, 5347, 6263, 6962, 3616, 588, 2975, 8667, 2851, 7458]","[9291, 5347, 2306, 9186, 7135, 2169, 5347, 2249, 4134, 8184, 10678]",0
"[5091, 5393, 5637, 5133, 588, 2866, 1105, 5974, 2520, 4706, 6292, 824, 2169, 7088]","[9291, 5393, 10373, 6053, 2169, 2485, 9876, 2169, 2866]",0
"[9891, 5590, 9854, 5962, 588, 9474, 2672, 588, 10626, 6053, 588, 2709, 1022]","[7894, 9854, 8705, 588, 9474]",1
"[5091, 10768, 7626, 8667, 6589, 6053, 7471, 9876, 1421, 10350, 10631, 3044, 588, 6025, 5974, 2048, 3340, 2520, 8106, 4707, 6053]","[9691, 6993, 588, 7626, 3691]",1
"[5439, 10658, 10266, 10320, 2455, 2169, 4075, 2672, 588, 6024]","[5439, 4262, 10266, 9854, 4338, 2672, 2169, 6024]",1
"[9891, 2876, 803, 3340, 2455, 588, 7568]","[9291, 2876, 9854, 824, 84, 4356, 5216]",0
"[5091, 5393, 8667, 8468, 9122, 3044, 588, 6164, 8336]","[9291, 5393, 4848, 8667, 5933, 6053, 1421, 953]",0
"[4485, 6263, 9010, 824, 588, 7484]","[4485, 6263, 9854, 1044, 2541, 824, 8815, 4616, 4710, 9457, 7772]",0
"[5091, 2975, 9876, 10343, 6480, 4168, 824, 8815, 473, 10449, 5227]","[1636, 6480, 588, 9007, 3691]",1
"[5091, 5393, 824, 588, 9224, 230, 7500, 588, 9614, 824, 588, 10385, 230, 2249, 6598, 9874, 3797, 588, 9189, 2520, 588, 9502]","[5091, 9614, 8839, 824, 707, 672, 2672, 4262]",0
"[5091, 5393, 824, 7003, 8839, 824, 588, 3992, 2943, 2520, 8815, 1827, 3545]","[5091, 5393, 824, 7003, 9953, 824, 1421, 3992, 2943, 2520, 2169, 882, 3797]",1
"[5091, 5146, 4653, 2266, 7288, 8956, 5535, 588, 282, 6962, 8071, 588, 6978, 4083]","[9291, 2864, 6993, 10451]",1
"[5091, 5393, 824, 588, 5062, 9193, 6993, 7984, 588, 9836]","[9291, 5393, 6993, 4962, 588, 2766, 2455, 1421, 4746, 91, 3438, 2168]",0
"[5091, 10609, 2274, 8348, 2455, 588, 10077, 2975]","[9291, 7986, 9854, 8419, 588, 8348, 2975]",1
"[5091, 9409, 9876, 2831, 6427, 9389, 6053, 2169, 6186, 1044, 588, 4927, 9007]","[9291, 9409, 5654, 2455, 588, 8606]",0
"[5091, 5393, 3065, 588, 2165, 8935]","[5091, 5393, 8603, 588, 5730, 8829]",1
"[5091, 5393, 824, 588, 459, 3548, 6993, 824, 588, 501, 2520, 7560, 4306]","[5091, 5393, 824, 588, 459, 3548, 6993, 824, 588, 5543]",0
"[5091, 5870, 3160, 824, 2169, 10801, 4299, 588, 9567, 1476, 10490, 9876, 10801]","[5091, 683, 2936]",1
"[5091, 10685, 9876, 588, 5634, 7957, 9638, 2876]","[9291, 5634, 6993, 10001, 1699, 3447, 588, 7329, 9876, 2876]",0
"[5091, 8979, 6993, 10781, 1421, 13, 3616, 2169, 8672, 1014, 8523, 7580]","[10144, 6993, 8883]",1
"[5091, 5393, 7957, 824, 9513, 9876, 588, 671, 309, 8315]","[5091, 5393, 6993, 8175]",0
"[8387, 6508, 2249, 588, 7626, 824, 6598, 6072, 2672, 588, 10159, 2221]","[9891, 6778, 9854, 7957, 1699, 3447, 2169, 10159, 2221]",0
"[5091, 7626, 6993, 99, 8956, 3286, 2088, 6053, 2169, 1714]","[9291, 5634, 2951, 997, 10597, 9508]",0
"[5091, 7626, 5370, 588, 3731, 6053, 1421, 6103, 824, 2169, 10243]","[5091, 5784, 6993, 10001, 3044, 2169, 10243]",0
"[5091, 4850, 2249, 5393, 6225, 2672, 2169, 505, 9876, 588, 3007, 8838, 2520, 4706, 3007, 10266, 824, 2169, 7088]","[9291, 7986, 9854, 2672, 588, 701, 1736]",0
"[5091, 4850, 824, 8468, 8203, 3616, 10328, 9122, 2672, 2169, 392, 9876, 588, 4075, 10328, 6615, 3797, 824, 9513, 9876, 707, 953]","[5091, 4850, 8203]",1
"[5091, 4850, 824, 588, 4380, 1822, 7485, 9193, 5024, 2782, 3623, 8956, 7246, 8956, 4673, 9266, 6053, 588, 9881]","[9291, 4850, 6993, 7984, 588, 3523, 1730]",1
"[5091, 9614, 5370, 588, 392, 9467, 2672, 2169, 3216]","[5091, 9614, 6993, 2672, 2169, 3216]",1
"[5091, 5421, 7621, 6993, 9494, 5133, 2169, 2209, 9769, 824, 588, 3992]","[5091, 7621, 824, 588, 3992]",1
"[4764, 2075, 6779, 9755, 9828, 4381, 9876, 8749]","[9291, 5393, 6993, 8175]",0
"[5091, 7626, 8667, 588, 232, 8085, 6993, 5370, 588, 2919, 7858, 9769, 824, 588, 1895]","[5091, 7626, 6615, 1442, 588, 1895, 2455, 6968, 10482, 3616, 10678, 7773, 668, 2169, 368]",0
"[10545, 7655, 8878, 6940, 10451, 588, 2710, 2135]","[10545, 7655, 9854, 4799, 2041, 10451]",1
"[7176, 824, 5421, 9193, 10, 1442, 246, 3447, 3442]","[5091, 355, 5870, 6993, 8667, 588, 9193]",1
"[5091, 5696, 8667, 5421, 1549, 3344, 2249, 9846, 6024]","[9291, 4850, 1729, 1867]",0
"[5091, 4850, 6993, 7957, 2672, 10321, 668, 8815, 2718, 501]","[8258, 9017, 8995, 2041]",1
"[9484, 481, 4850, 2520, 588, 2423, 6053, 6993, 6072, 10451, 9876, 707, 3966, 2221]","[5091, 4850, 6993, 9389, 10451]",0
"[5091, 5393, 2520, 8106, 8746, 2249, 588, 6598, 9193, 6993, 7800, 1105, 588, 6111]","[5515, 1574, 824, 6111]",1
"[3013, 4841, 9854, 4160, 6053, 588, 6779, 5854]","[9291, 4841, 9854, 4160, 6053, 588, 5854]",1
"[5091, 10609, 9876, 7986, 9854, 10001, 2249, 9638, 9876, 2169, 5381, 9854, 8667, 2169, 8079, 9100, 9229, 8494, 10151]","[8617, 7986, 9854, 10001, 6972, 9638, 8667, 8079, 4656, 8494, 33]",1
"[5091, 5634, 2520, 588, 2851, 9193, 2249, 5421, 5442, 10056, 6053, 4160, 2761, 2520, 1421, 2919, 824, 588, 10159, 2277]","[9291, 5393, 6993, 9315, 824, 246]",0
"[5091, 355, 7626, 824, 588, 9224, 9193, 99, 8956, 1154, 588, 9466, 3948]","[9291, 7626, 6993, 99, 8956, 1154, 2169, 9466, 3948]",1
"[5091, 7626, 6993, 7984, 588, 2511, 8956, 2869, 2672, 2169, 5950]","[5091, 7626, 6072, 2672, 2169, 5950, 2520, 588, 2511]",1
"[5091, 355, 9614, 824, 588, 5062, 232, 8085, 9647, 824, 2169, 6481]","[5091, 9614, 9828, 588, 10449, 7291, 2672, 2169, 3216]",0
"[5091, 4850, 824, 10571, 2249, 6589, 5909, 3616, 10328, 10314, 824, 588, 1644]","[9291, 4850, 6993, 824, 2169, 6481]",0
"[5091, 5393, 824, 588, 10385, 2423, 6877, 6974, 588, 3264, 824, 588, 6025, 505]","[9691, 6993, 588, 5393, 3691]",1
"[5091, 5393, 8667, 588, 10385, 5160, 9150, 9193, 7289, 588, 5845, 7643, 824, 2169, 501]","[1636, 9854, 10001, 824, 2169, 8749]",0
"[5091, 5393, 2249, 588, 4850, 9854, 3619, 9527]","[3952, 9854, 7122, 10201]",0
"[5091, 5393, 7993, 588, 2135, 1513, 824, 10801]","[5091, 5393, 6993, 4160, 6053, 8815, 8780, 10490]",1
"[5091, 4850, 6492, 6053, 707, 8688, 9769, 5, 8705, 3454, 8991]","[5091, 4850, 6993, 7984, 707, 8688]",1
"[9891, 6508, 9854, 9389, 824, 9513, 9876, 2395, 9769, 7986, 7004, 824, 9513, 9876, 8528, 2520, 5342, 2283]","[9291, 10609, 6993, 4449, 8283, 99, 8956, 900, 2041, 588, 4825, 2455, 2169, 1565]",0
"[9291, 7965, 10001, 2672, 2169, 4083]","[9691, 6993, 219, 7887, 10126, 9614]",1
"[5515, 7203, 588, 3018, 824, 588, 6732, 10827, 6974, 588, 8126, 2012]","[9691, 6993, 3915, 7203, 588, 3018]",1
"[3781, 5300, 5402, 9854, 8667, 3737, 8629, 9854, 10682, 8956, 3237, 2169, 5974, 2455, 588, 4711, 401]","[3952, 2520, 10107, 6053, 8528, 9854, 6974, 9638, 5974, 2672, 588, 4711, 10544, 2551]",1
"[4593, 6993, 138, 8561, 824, 10385, 2761, 3911, 5991, 6053, 588, 2160]","[5091, 138, 8697, 1564, 6993, 10451]",1
"[2566, 6508, 2520, 8279, 10758, 4392, 4048, 4706, 2936, 2455, 588, 10685, 2249, 4338]","[2566, 6508, 2520, 99, 8956, 4694, 4048, 4706, 1835, 8574, 3054]",0
"[5091, 7987, 9846, 2249, 459, 7621, 7196, 95, 2093, 3044, 588, 7810, 9876, 10801]","[9484, 7257, 10451, 824, 2169, 10801]",1
"[9291, 683, 6993, 1419, 3447, 10350, 8956, 2967, 824, 9846, 2249, 6993, 7957, 6053, 2169, 501]","[228, 7957]",1
"[9891, 6508, 9854, 10001, 3044, 588, 2048, 3340, 2249, 9986, 9854, 4205, 6508, 8523, 8528]","[5091, 5233, 9876, 6778, 9854, 1246, 4392, 588, 6314]",0
"[9291, 5393, 824, 2169, 10385, 4797, 6993, 99, 8956, 2193, 3034, 5393]","[5091, 4850, 9089, 6053, 7656]",0
"[5515, 8667, 588, 7428, 8935, 8396, 588, 4484]","[4998, 6993, 8396, 588, 4484]",1
"[5091, 5393, 824, 588, 3548, 2423, 2249, 4797, 6993, 4299, 588, 9469, 3616, 8494, 10631, 6053, 2169, 501]","[5091, 5393, 6993, 10001, 2909, 3364, 2169, 501]",0
"[5091, 5393, 4425, 3148, 1487, 6053, 588, 10801, 149]","[8617, 7986, 9854, 3830, 824, 588, 501]",0
"[8387, 5590, 9854, 7957, 6053, 588, 1929, 824, 2169, 10243]","[9650, 3209, 588, 6447, 6053, 588, 5834, 297]",0
"[5091, 459, 7621, 8640]","[9484, 2831, 9846, 7621, 6993, 10001, 668, 588, 10063]",0
"[5091, 7626, 2520, 1421, 4117, 1508, 2951, 2169, 6637, 9876, 8815, 4616, 7217, 10399]","[5091, 5393, 6993, 883, 1421, 4117]",0
"[5091, 5393, 824, 8779, 482, 10571, 4623, 588, 543, 3797, 8815, 8937, 6611]","[5091, 5393, 8667, 482, 8779, 6925, 6993, 7957, 668, 8815, 8937, 6611]",0
"[5091, 9860, 1776, 6979, 10563, 824, 6772]","[9291, 9860, 6993, 824, 2169, 2943, 3144]",0
"[5091, 5393, 8667, 588, 5421, 3548, 6877, 4299, 8815, 473, 8737, 824, 9513, 9876, 588, 8734, 149, 2249, 1024]","[5091, 5393, 4812, 8956, 3220, 588, 9076, 1776, 5133, 6053, 2169, 7453, 9876, 1034]",0
"[9291, 10768, 9614, 6993, 7500, 707, 10768, 7396, 2906, 567, 2041, 9876, 2169, 10149]","[5091, 9614, 6236, 707, 7396, 3144, 1421, 9575]",1
"[5515, 4850, 2249, 588, 862, 2657, 5870, 4847]","[9291, 5870, 6993, 9955, 9547, 1685, 5133, 2169, 10652, 3447, 4088, 8828]",0
"[5091, 10609, 8561, 824, 9061, 10085, 10571, 6993, 9389, 2672, 2169, 6637, 9876, 588, 1644]","[3952, 9647, 824, 2169, 5974]",0
"[9891, 5342, 1828, 473, 5977, 4672, 8394, 588, 5977, 3822]","[9891, 1828, 9854, 5428, 4672]",1
"[5091, 683, 1000, 2672, 2169, 6637, 9876, 588, 8572, 9876, 2204]","[9291, 683, 6993, 6053, 2169, 6186]",1
"[2566, 6778, 2520, 1458, 9238, 9854, 9647, 668, 3447, 2169, 7471, 9876, 2204]","[2566, 6778, 4441, 588, 2135]",1
"[3529, 5188, 4161, 3044, 2169, 5974]","[3952, 10001, 588, 6131, 3992]",0
"[5091, 10768, 7626, 10631, 4392, 2520, 588, 9846, 2782, 4764, 2249, 5421, 10359, 10451]","[9291, 7626, 3486, 8494, 2102, 10517, 6962, 8956, 2160]",0
"[7552, 1421, 2093, 668, 2169, 864]","[7931, 6993, 5385]",0
"[5091, 4850, 881, 8258, 588, 671, 3812]","[5091, 4850, 6993, 6200]",1
"[9291, 8015, 10247, 824, 2169, 10685, 9854, 9017, 7710, 8956, 7102, 8279, 8015, 9791]","[5091, 4105, 6993, 6825, 588, 2943, 588, 300, 9999]",0
"[5091, 4818, 824, 588, 9224, 9193, 2761, 9769, 4546, 9729]","[9291, 4850, 2618, 3480, 3947, 2249, 10631, 1105, 4546]",0
"[5091, 5393, 824, 588, 5421, 2249, 9846, 8085, 6993, 9818, 10066, 1200, 824, 2169, 501, 9769, 3514, 9854, 1960, 7580, 6053]","[9291, 5393, 8096, 588, 9818, 10066, 9466]",0
"[5091, 9614, 8667, 588, 6598, 9193, 2249, 9903, 7875, 6993, 4338, 2249, 9986, 6993, 3034, 5870, 2907, 6993, 2041, 9876, 9347]","[5091, 9614, 6993, 4338]",1
"[5091, 7626, 536, 588, 465, 8714]","[5091, 9614, 6993, 8396, 707, 6103, 824, 2169, 8672]",0
"[5091, 671, 9457, 5394, 8198, 2520, 4205, 6122, 6053, 2169, 3216, 9960, 2672, 588, 2015, 6060, 8051]","[9291, 9457, 5394, 8198, 6993, 8418]",0
"[4684, 1052, 1828, 9854, 3691, 9017, 7710, 8956, 6480, 6469, 7778, 9696]","[5091, 5233, 9876, 5590, 6480, 6469, 9876, 2790]",1
"[5091, 355, 9614, 8667, 588, 3665, 3703, 7471, 6993, 1044, 10451, 2520, 4706, 1828, 824, 2169, 7088]","[5091, 355, 9614, 6993, 4088]",0
"[9289, 310, 5381, 9854, 10001, 668, 588, 501, 2520, 9872, 974, 9119, 8343]","[5091, 10609, 9876, 7986, 4725, 8279, 3893, 1409]",1
"[5091, 5342, 459, 7621, 6993, 10001, 9903, 9627, 8088, 7485, 2520, 4828, 646]","[9291, 7621, 6993, 8175]",0
"[8387, 6778, 824, 1040, 3877, 4846, 2580, 2249, 9627, 697, 9854, 2936, 10451, 9876, 588, 2302, 7826]","[8387, 6778, 2249, 588, 10609, 9876, 6508, 9854, 4088, 5646, 2876]",0
"[5091, 10094, 501, 824, 8815, 7011, 5723, 5715, 2169, 4306, 9854, 8149, 8705, 2169, 5191, 3975, 2135]","[9691, 2469, 588, 1969, 3678, 815, 5654, 10451]",0
"[5091, 4818, 6042, 10721, 6992, 9769, 2169, 4292, 1569, 4143, 824, 2169, 7088]","[9291, 4617, 6993, 10225, 824, 2169, 10705]",0
"[5326, 9825, 7834, 10451, 6053, 501]","[9691, 6993, 588, 5696, 3691]",1
"[9891, 1828, 1775, 6053, 2169, 9627]","[7894, 9854, 8956, 8279, 7153]",0
"[4684, 1052, 7986, 946, 668, 6053, 588, 2264, 3216, 824, 2169, 4031, 2520, 7986, 2761, 3797, 824, 2169, 7088]","[9291, 7986, 9854, 946, 6053, 7996]",1
"[5091, 355, 7626, 824, 588, 5062, 9193, 4623, 588, 8879]","[5091, 7626, 4623, 8815, 7805, 4392]",1
"[5091, 7626, 6993, 9389, 6053, 5075, 2472]","[10209, 155, 6993, 9389]",0
"[8387, 9982, 9876, 10343, 1044, 5797]","[9691, 9854, 4205, 9982, 9876, 7965, 1044, 5797]",0
"[5091, 3353, 5393, 7957, 668, 2169, 501]","[5091, 5393, 7957, 668, 2169, 501]",1
"[10247, 824, 9846, 10154, 10026, 2249, 482, 955, 9854, 4160, 6053, 588, 309]","[10247, 824, 10154, 10026, 9854, 4160, 6053, 588, 6468]",0
"[5867, 1044, 588, 9007, 6165, 8956, 4231, 184, 2520, 3710, 4616]","[9291, 7626, 6480, 5347]",0
"[9291, 459, 7621, 6993, 2041, 824, 2169, 10801]","[9691, 6993, 588, 7621, 824, 2169, 10801]",1
"[4593, 6993, 588, 355, 7626, 6072, 8956, 3220, 9647, 6053, 2169, 8118, 1107, 824, 588, 4024, 3886, 1422]","[5091, 355, 7626, 10, 6053, 588, 8118, 1107]",1
"[5091, 4850, 2520, 5421, 8746, 2249, 588, 3581, 6053, 707, 8401, 6993, 2761, 3368, 8956, 588, 5393, 824, 588, 5421, 9193, 2520, 9846, 10536, 6974, 588, 2943]","[9291, 7986, 9854, 9389]",0
"[8387, 6778, 8461, 588, 8518, 9228]","[8387, 6778, 4160, 2672, 588, 8518]",1
"[9891, 7986, 9854, 7957, 6053, 7996, 8563, 588, 9474]","[6465, 7986, 9854, 10451]",1
"[5091, 10609, 9876, 9872, 974, 8078, 9854, 9457, 3177, 3044, 2169, 8439]","[5876, 10266, 5020, 8279, 10425, 6053, 2169, 501]",1
"[5091, 5393, 2761, 8705, 588, 3665, 8471]","[5091, 5393, 6877, 8705, 588, 8471]",1
"[5091, 2416, 2850, 2169, 6507, 9685, 6825, 588, 2294, 8956, 588, 10094, 9267]","[5091, 5233, 9876, 8687, 1226, 5587, 6053, 588, 3828]",0
"[6593, 7626, 6993, 8175, 6053, 588, 459, 808]","[6593, 7626, 6993, 9647, 6053, 588, 459, 808]",0
"[5091, 5393, 10631, 2041, 9876, 588, 517, 7896]","[5091, 5393, 10019, 1421, 2943, 1105, 2169, 517, 7896]",0
"[5091, 5393, 6877, 824, 588, 4251, 6974, 588, 4153, 1513, 2520, 9246, 4953, 2249, 3962]","[5091, 5393, 6993, 2761, 824, 588, 4251, 9267]",1
"[5091, 5342, 10609, 9876, 7986, 9854, 2761, 3797, 6072, 2672, 5398, 824, 9513, 9876, 8528]","[3952, 9854, 2761, 2249, 10507, 5398]",1
"[8387, 10602, 4231, 6263, 4710, 8705, 4048, 4706, 6053, 2169, 4616]","[6652, 4187, 6263, 4710, 4245, 4048, 4706]",1
"[10568, 1696, 4024, 4410, 8694, 8321, 1026, 5974]","[5091, 683, 684, 588, 1026, 9840, 726, 9854, 3480, 4410]",0
"[8258, 588, 4390, 853, 6365, 2249, 2169, 4205, 9982, 9876, 2169, 5797, 9007, 10591, 2169, 2485, 9876, 2169, 5543]","[9291, 9007, 8574, 2289, 6993, 2560, 9475, 4762]",0
"[2553, 6634, 7830, 9728, 2907, 2449, 3797, 6053, 95, 392, 5434, 588, 10041, 5475, 4878]","[9291, 6634, 9525, 8746, 8765]",0
"[5091, 6578, 2520, 588, 2423, 2249, 8468, 6993, 2761, 4392]","[9291, 5393, 2520, 588, 2423, 2249, 8468, 6993, 1302, 2672, 2169, 9513, 9876, 2169, 2508]",0
"[5091, 355, 4850, 6993, 1044, 588, 5353, 6053, 588, 501]","[9564, 4143, 5353]",1
"[8387, 7986, 824, 671, 7478, 9854, 2761, 824, 588, 5543, 5625, 9903, 8956, 2869, 2672, 2169, 2209]","[9291, 4205, 7986, 9854, 5370, 9647, 9818, 2579]",0
"[5091, 997, 2736, 2249, 9846, 6447, 3690, 8956, 6619, 8572]","[5091, 2736, 2249, 9846, 6447, 8236, 8956, 10100]",1
"[8387, 459, 2876, 9854, 10001, 6053, 2169, 3216, 5731, 2169, 6481]","[295, 9854, 6053, 2169, 3216]",1
"[5091, 5870, 4299, 1782, 2907, 540, 8279, 953]","[5091, 5870, 6993, 4299, 588, 10264]",0
"[5326, 9825, 824, 9846, 7834, 6053, 3216]","[5326, 9825, 7062, 7356]",1
"[5091, 7626, 6993, 8396, 588, 2953, 8039, 4688, 4205, 374, 7891, 4926, 7297, 2419]","[5091, 5784, 6993, 7984, 588, 2953, 8039, 3616, 10011]",1
"[957, 7986, 824, 3665, 2580, 2018, 671, 358]","[9691, 9854, 7986, 10781, 358]",1
